0	-159.2480925147728	 59.6399964530911
1	-150.5204585182408	 64.6651750349231
2	-154.96412347703514	 58.28762530786901
3	-152.4643173343757	 60.75837495005368
4	-154.677650005702	 60.67811985361624
5	-148.07053575997497	 62.610529479480874
6	-153.70043099305667	 68.82542511293906
7	-153.75458701384824	 61.468714496403265
8	-161.99034635653715	 62.49950297787615
9	-150.95372123381563	 59.463275409503694
10	-120.99506023483116	 40.24937107917816
11	-113.15234173959027	 32.243459710310105
12	-110.5170527587162	 32.28802790131863
13	-118.41975033111561	 35.49976868630915
14	-118.87960298381421	 37.37143864752858
15	-118.88323051979597	 34.532174978794444
16	-120.15271606469918	 40.5858948951481
17	-119.27418850640606	 37.597583830732844
18	-123.54558599186657	 39.37359230305111
19	-118.35922249419508	 35.99690339829891
20	-105.03925025392743	 38.83348568289591
21	-120.38620699503844	 40.08787238307673
22	-121.07229075745045	 39.51255640694092
23	-121.13058459012865	 40.37752754493221
24	-119.79405799656513	 34.799863398278205
25	-120.25596123425942	 39.475331569692514
26	-123.32250549333367	 41.93385064799287
27	-121.85788099381443	 41.43339214066913
28	-122.87230078029324	 40.04427501126111
29	-121.75508148383119	 40.09233279915924
30	-123.0800827649332	 40.16112513221026
31	-119.571802494461	 38.04387231666453
32	-80.5883415014747	 26.14567445522613
33	-80.82936823204386	 27.960973218474976
34	-80.7620084885076	 25.245612315035658
35	-119.6573565100826	 38.46618792058371
36	-81.73479401405916	 29.091311986025744
37	-122.79990850552855	 39.690452742615605
38	-122.84329697029114	 39.40582562045529
39	-123.76941264544257	 41.557245682127586
40	-123.51609599027216	 41.08194600882456
41	-120.31947535781006	 38.93549124447179
42	-120.32355427473874	 38.68093591795491
43	-80.38747700662105	 26.501820742456857
44	-123.88834462319102	 41.1900922174255
45	-123.2643315208336	 41.007753064615656
46	-116.2428685085062	 43.242221556601294
47	-119.725291989825	 34.0039779066617
48	-119.44074053651428	 37.75500245002905
49	-92.81281832018647	 48.480549092971785
50	-92.307740748671	 48.08085443016546
51	-119.47063700897769	 33.23721822150628
52	-111.31702250086784	 47.678625485204805
53	-107.1965672539693	 35.37725286628023
54	-120.72109899270856	 39.6492682841141
55	-106.54608499730512	 32.70151464386748
56	-98.53534200836987	 34.681483834515745
57	-123.91682051194653	 44.255861835328915
58	-122.22756151685974	 43.93644905007994
